zone	role	tier	w	h	area	aspect	facing	family	dupCount	dupOf	group	pack	name	path
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	1		housemedium	West Point	lot_house_medium_54_52v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_54_52v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	2	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_55.tbx	housemedium	West Point	lot_house_medium_55	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_55.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	1		housemedium	West Point	lot_house_medium_56_55v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_56_55v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_57_55v.tbx	housemedium	West Point	lot_house_medium_57_55v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_57_55v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	1		housemedium	West Point	lot_house_medium_58v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_58v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_59_58v.tbx	housemedium	West Point	lot_house_medium_59_58v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_59_58v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	1		housemedium	West Point	lot_house_medium_60_58v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_60_58v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	3	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_61_52v.tbx	housemedium	West Point	lot_house_medium_61_52v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_61_52v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	N	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_62_52v.tbx	housemedium	West Point	lot_house_medium_62_52v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_62_52v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	N	house	1		housemedium	West Point	lot_house_medium_63_52v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_63_52v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	N	house	3	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_66_58v.tbx	housemedium	West Point	lot_house_medium_66_58v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_66_58v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	N	house	2	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_67_55v.tbx	housemedium	West Point	lot_house_medium_67_55v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_67_55v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	N	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_68_55v.tbx	housemedium	West Point	lot_house_medium_68_55v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_68_55v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	N	house	2	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_69_58v.tbx	housemedium	West Point	lot_house_medium_69_58v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_69_58v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	E	house	3	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_70_55v.tbx	housemedium	West Point	lot_house_medium_70_55v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_70_55v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	E	house	3	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_72_60v.tbx	housemedium	West Point	lot_house_medium_72_60v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_72_60v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	E	house	2	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_73_61v.tbx	housemedium	West Point	lot_house_medium_73_61v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_73_61v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	3	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_74_60v.tbx	housemedium	West Point	lot_house_medium_74_60v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_74_60v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	N	house	1		housemedium	West Point	lot_house_medium_75_58v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_75_58v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	3	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_79_58v.tbx	housemedium	West Point	lot_house_medium_79_58v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_79_58v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_80_79v.tbx	housemedium	West Point	lot_house_medium_80_79v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_80_79v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	S	house	1		housemedium	West Point	lot_house_medium_81_79v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_81_79v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	N	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_83_52v.tbx	housemedium	West Point	lot_house_medium_83_52v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_83_52v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	N	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_84_52v.tbx	housemedium	West Point	lot_house_medium_84_52v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_84_52v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	N	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_85_58v.tbx	housemedium	West Point	lot_house_medium_85_58v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_85_58v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	N	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_86_55v.tbx	housemedium	West Point	lot_house_medium_86_55v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_86_55v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	W	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_87_58v.tbx	housemedium	West Point	lot_house_medium_87_58v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_87_58v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	W	house	2	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_88_55v.tbx	housemedium	West Point	lot_house_medium_88_55v	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_88_55v.tbx
RESIDENTIAL_LOW	house	L	25	25	625	1.0	E	house	1		housesmall	West Point	lot_house_small_97	Buildings Catalogue Curated\West Point\Residential\lot_house_small_97.tbx
RESIDENTIAL_LOW	house	L	28	20	560	1.4	S	house	3		housemediumfarmhou	Dixie	lot_house_medium_92_farmhouse	Buildings Catalogue Curated\Dixie\Residential\lot_house_medium_92_farmhouse.tbx
RESIDENTIAL_LOW	house	L	20	28	560	1.4	E	house	2		housemediumfarmhou	Dixie	lot_house_medium_95_farmhouse	Buildings Catalogue Curated\Dixie\Residential\lot_house_medium_95_farmhouse.tbx
RESIDENTIAL_LOW	house	L	28	20	560	1.4	S	house	2		housemediumcfarmhou	Riverwood	lot_house_medium_96c_farmhouse	Buildings Catalogue Curated\Riverwood\Residential\lot_house_medium_96c_farmhouse.tbx
RESIDENTIAL_LOW	house	L	28	20	560	1.4	S	house	2	Buildings Catalogue Curated\Riverwood\Residential\lot_house_medium_96c_farmhouse.tbx	housemediumcfarmhou	Rosewood	lot_house_medium_96c_farmhouse	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_96c_farmhouse.tbx
RESIDENTIAL_LOW	house	L	20	28	560	1.4	W	house	2		housemediumfarmhou	Rosewood	lot_house_medium_96_farmhouse	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_96_farmhouse.tbx
RESIDENTIAL_LOW	house	L	28	20	560	1.4	S	house	3	Buildings Catalogue Curated\Dixie\Residential\lot_house_medium_92_farmhouse.tbx	housemediumfarmhou	Valley Station	lot_house_medium_92_farmhouse	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_92_farmhouse.tbx
RESIDENTIAL_LOW	house	L	20	28	560	1.4	E	house	2	Buildings Catalogue Curated\Dixie\Residential\lot_house_medium_95_farmhouse.tbx	housemediumfarmhou	Valley Station	lot_house_medium_95_farmhouse	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_95_farmhouse.tbx
RESIDENTIAL_LOW	house	L	20	28	560	1.4	W	house	2	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_96_farmhouse.tbx	housemediumfarmhou	Valley Station	lot_house_medium_96_farmhouse	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_96_farmhouse.tbx
RESIDENTIAL_LOW	house	L	28	20	560	1.4	S	house	3	Buildings Catalogue Curated\Dixie\Residential\lot_house_medium_92_farmhouse.tbx	housemediumfarmhou	West Point	lot_house_medium_92_farmhouse	Buildings Catalogue Curated\West Point\Residential\lot_house_medium_92_farmhouse.tbx
RESIDENTIAL_LOW	house	L	25	21	525	1.19	S	house	1		housesuburbea	Riverwood	lot_house_suburb_01_E_08_a_empty	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_E_08_a_empty.tbx
RESIDENTIAL_LOW	house	L	21	25	525	1.19	N	house	1		housesuburbn	Riverwood	lot_house_suburb_01_N_03	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_N_03.tbx
RESIDENTIAL_LOW	house	L	21	25	525	1.19	E	house	1		housesuburbn	Riverwood	lot_house_suburb_01_N_05	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_N_05.tbx
RESIDENTIAL_LOW	house	L	21	25	525	1.19	N	house	1		housesuburbn	Riverwood	lot_house_suburb_01_N_06	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_N_06.tbx
RESIDENTIAL_LOW	house	L	21	25	525	1.19	N	house	1		housesuburbn	Riverwood	lot_house_suburb_01_N_09	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_N_09.tbx
RESIDENTIAL_LOW	house	L	21	25	525	1.19	S	house	1		housesuburbs	Riverwood	lot_house_suburb_01_S_06	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_S_06.tbx
RESIDENTIAL_LOW	house	L	21	25	525	1.19	W	house	1		housesuburbs	Riverwood	lot_house_suburb_01_S_08	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_S_08.tbx
RESIDENTIAL_LOW	house	L	25	21	525	1.19	S	house	1		housesuburbw	Riverwood	lot_house_suburb_01_W_04	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_W_04.tbx
RESIDENTIAL_LOW	house	L	25	21	525	1.19	N	house	2		housesuburbw	Riverwood	lot_house_suburb_01_W_05	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_W_05.tbx
RESIDENTIAL_LOW	house	L	25	21	525	1.19	W	house	1		housesuburbw	Riverwood	lot_house_suburb_01_W_06	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_W_06.tbx
RESIDENTIAL_LOW	house	L	25	21	525	1.19	N	house	1		housesuburbw	Riverwood	lot_house_suburb_01_W_08	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_W_08.tbx
RESIDENTIAL_LOW	house	L	25	21	525	1.19	N	house	2	Buildings Catalogue Curated\Riverwood\Residential\lot_house_suburb_01_W_05.tbx	housesuburbw	Rosewood	lot_house_suburb_01_W_05	Buildings Catalogue Curated\Rosewood\Residential\lot_house_suburb_01_W_05.tbx
RESIDENTIAL_LOW	house	L	25	21	525	1.19	E	house	1		housesuburbwagunhou	Rosewood	lot_house_suburb_01_W_06_a_gunhouse	Buildings Catalogue Curated\Rosewood\Residential\lot_house_suburb_01_W_06_a_gunhouse.tbx
RESIDENTIAL_LOW	house	L	18	29	522	1.61	E		1		ballbkmansio	Loose	Ball-bkmansion	Residential\Ball-bkmansion.tbx
RESIDENTIAL_LOW	house	M	24	20	480	1.2	E	house	2		housemedium	Dixie	lot_house_medium_94_17v	Buildings Catalogue Curated\Dixie\Residential\lot_house_medium_94_17v.tbx
RESIDENTIAL_LOW	house	M	24	20	480	1.2	E	house	2	Buildings Catalogue Curated\Dixie\Residential\lot_house_medium_94_17v.tbx	housemedium	Valley Station	lot_house_medium_94_17v	Buildings Catalogue Curated\Valley Station\Residential\lot_house_medium_94_17v.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	S		1		homeyardflbnswood	Loose	Home_10_Yard_1FL_2B_NS_Wood	Residential\Home_10_Yard_1FL_2B_NS_Wood.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	E		1		homeyardfl	Loose	Home_11_Yard_1FL_2B_E	Residential\Home_11_Yard_1FL_2B_E.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	E		1		homeyardfl	Loose	Home_13_Yard_1FL_2B_E	Residential\Home_13_Yard_1FL_2B_E.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	E		1		homeyardfl	Loose	Home_16_Yard_1FL_2B_E	Residential\Home_16_Yard_1FL_2B_E.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	E		1		homeyardfl	Loose	Home_17_Yard_1FL_2B_E	Residential\Home_17_Yard_1FL_2B_E.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	E		1		homeyardfl	Loose	Home_18_Yard_1FL_2B_E	Residential\Home_18_Yard_1FL_2B_E.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	W		1		homeyardfl	Loose	Home_27_Yard_1FL_3B_W	Residential\Home_27_Yard_1FL_3B_W.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	W		1		homeyardfl	Loose	Home_30_Yard_1FL_3B_W	Residential\Home_30_Yard_1FL_3B_W.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	W		1		homeyardfl	Loose	Home_33_Yard_1FL_3B_W	Residential\Home_33_Yard_1FL_3B_W.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	S		1		homeyardfl	Loose	Home_6_Yard_1FL_2B_NS	Residential\Home_6_Yard_1FL_2B_NS.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	S		1		homeyardflbnsbrick	Loose	Home_8_Yard_1FL_2B_NS_Brick	Residential\Home_8_Yard_1FL_2B_NS_Brick.tbx
RESIDENTIAL_LOW	house	M	21	21	441	1.0	S		1		homeyardflbnsbrickblk	Loose	Home_9_Yard_1FL_2B_NS_Brick_Blk	Residential\Home_9_Yard_1FL_2B_NS_Brick_Blk.tbx
RESIDENTIAL_LOW	house	M	20	22	440	1.1	S	house	2		housesmall	Muldraugh	lot_house_small_104	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_104.tbx
RESIDENTIAL_LOW	house	M	20	22	440	1.1	S	house	2		housesmall	Muldraugh	lot_house_small_111_110v	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_111_110v.tbx
RESIDENTIAL_LOW	house	M	20	22	440	1.1	S	house	4		housesmall	Muldraugh	lot_house_small_153_109v	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_153_109v.tbx
RESIDENTIAL_LOW	house	M	20	22	440	1.1	W	house	1		housesmall	Muldraugh	lot_house_small_164	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_164.tbx
RESIDENTIAL_LOW	house	M	20	22	440	1.1	S	house	3		housesmall	Riverwood	lot_house_small_110	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_110.tbx
RESIDENTIAL_LOW	house	M	22	20	440	1.1	W	house	3		housesmall	Riverwood	lot_house_small_115	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_115.tbx
RESIDENTIAL_LOW	house	M	20	22	440	1.1	S	house	4	Buildings Catalogue Curated\Muldraugh\Residential\lot_house_small_153_109v.tbx	housesmall	Riverwood	lot_house_small_153_109v	Buildings Catalogue Curated\Riverwood\Residential\lot_house_small_153_109v.tbx
RESIDENTIAL_LOW	house	M	20	22	440	1.1	S	house	1		housemedium	Rosewood	lot_house_medium_44	Buildings Catalogue Curated\Rosewood\Residential\lot_house_medium_44.tbx
RESIDENTIAL_LOW	house	M	20	22	440	1.1	S	house	2		housesmall	Rosewood	lot_house_small_105_104v	Buildings Catalogue Curated\Rosewood\Residential\lot_house_small_105_104v.tbx
